admdong_cd,0
48121250,1234106.0
48121310,2015062.0
48121320,620414.0
48121510,1835080.0
48121520,2354555.0
48121530,2076333.0
48121540,1934447.0
48123510,1143286.0
48123515,1384621.0
48123520,1445590.0
48123530,1348868.0
48123540,1626091.0
48123550,1282296.0
48123560,792990.0
48123570,990960.0
48125310,662398.0
48125320,654567.0
48125330,649432.0
48125340,478218.0
48125510,850392.0
48125520,110493.0
48125530,2206570.0
48125540,1247251.0
48125565,804686.0
48125570,966115.0
48125580,592730.0
48125610,1168903.0
48125630,2428780.0
48125640,684883.0
48125650,856078.0
48127250,3454354.0
48127510,932691.0
48127520,640444.0
48127545,1960725.0
48127550,684119.0
48127560,869221.0
48127570,1405204.0
48127580,735216.0
48127590,1270740.0
48127600,410959.0
48127610,1021136.0
48127620,377341.0
48129530,1334311.0
48129540,673086.0
48129550,293270.0
48129560,589629.0
48129570,266205.0
48129580,943138.0
48129590,742098.0
48129600,284081.0
48129610,674584.0
48129620,872037.0
48129630,442023.0
48129640,670157.0
48129650,1801135.0
48170250,513527.0
48170310,252634.0
48170320,338257.0
48170330,147098.0
48170350,220293.0
48170360,327450.0
48170370,166215.0
48170380,148052.0
48170390,165713.0
48170400,344969.0
48170410,897543.0
48170420,262652.0
48170430,179007.0
48170440,415134.0
48170450,59272.0
48170460,162651.0
48170515,2050236.0
48170555,1326532.0
48170565,1061775.0
48170595,437570.0
48170673,1829103.0
48170678,990095.0
48170680,582317.0
48170695,605502.0
48170710,973702.0
48170715,766096.0
48170720,642926.0
48170730,610646.0
48170740,1034693.0
48170750,510123.0
48220250,559837.0
48220310,683421.0
48220330,442782.0
48220340,1543637.0
48220350,368405.0
48220360,343008.0
48220370,229262.0
48220510,889710.0
48220530,347887.0
48220550,421587.0
48220590,672215.0
48220600,586301.0
48220665,632841.0
48220670,1040653.0
48220700,1512944.0
48240250,967014.0
48240310,498159.0
48240320,624934.0
48240330,466088.0
48240340,219489.0
48240350,314499.0
48240360,281789.0
48240370,383567.0
48240510,638137.0
48240520,557484.0
48240530,789411.0
48240550,1083925.0
48240570,530658.0
48240595,549899.0
48250250,2352608.0
48250320,591688.0
48250330,680753.0
48250340,968970.0
48250350,562993.0
48250360,559999.0
48250370,835127.0
48250510,757523.0
48250520,539628.0
48250530,1232369.0
48250540,2564541.0
48250550,2507450.0
48250565,700149.0
48250580,2204191.0
48250590,1364960.0
48250600,333802.0
48250610,2154964.0
48250620,1370234.0
48250630,1814801.0
48270250,988393.0
48270253,704704.0
48270310,606704.0
48270320,489315.0
48270330,625207.0
48270340,550184.0
48270350,564103.0
48270360,1021133.0
48270370,425696.0
48270380,817314.0
48270390,279524.0
48270510,311253.0
48270520,1728891.0
48270530,1523534.0
48270540,591901.0
48270550,491439.0
48310310,961147.0
48310320,722536.0
48310330,307842.0
48310340,796109.0
48310350,429923.0
48310360,1220797.0
48310370,881032.0
48310380,608015.0
48310390,1007471.0
48310510,801412.0
48310530,863323.0
48310540,905674.0
48310550,977220.0
48310560,1195277.0
48310570,960780.0
48310580,2552506.0
48310590,837741.0
48310600,842874.0
48330253,4424765.0
48330310,2291970.0
48330320,731152.0
48330330,1180100.0
48330340,1113112.0
48330510,1886178.0
48330515,1149723.0
48330520,1095348.0
48330530,506017.0
48330540,1554669.0
48330550,1016767.0
48330560,1964726.0
48330570,1018014.0
48720250,1103242.0
48720310,186175.0
48720320,187099.0
48720330,172619.0
48720340,173110.0
48720350,194547.0
48720360,188876.0
48720370,228320.0
48720380,118424.0
48720390,335101.0
48720400,98381.0
48720415,151887.0
48720420,186146.0
48730250,1814227.0
48730253,1237937.0
48730310,305904.0
48730320,866378.0
48730330,405961.0
48730340,462037.0
48730350,555334.0
48730360,267516.0
48730380,491909.0
48730390,143018.0
48740250,1468296.0
48740253,891275.0
48740310,205470.0
48740320,253042.0
48740330,443071.0
48740340,262708.0
48740350,163985.0
48740360,172100.0
48740370,259903.0
48740380,529591.0
48740390,188750.0
48740400,270219.0
48740410,128872.0
48740420,506928.0
48820250,1828657.0
48820310,207326.0
48820320,253224.0
48820330,286529.0
48820340,227941.0
48820350,154196.0
48820360,96472.0
48820370,151812.0
48820380,98027.0
48820390,182796.0
48820400,436801.0
48820410,234634.0
48820420,560314.0
48820430,425475.0
48840250,1326472.0
48840310,479992.0
48840320,170108.0
48840330,649695.0
48840340,269062.0
48840350,486106.0
48840360,290861.0
48840370,437550.0
48840380,317697.0
48840390,678228.0
48850250,1218034.0
48850310,419207.0
48850320,497332.0
48850330,228643.0
48850340,237478.0
48850350,182854.0
48850360,333904.0
48850370,587742.0
48850380,154794.0
48850390,141788.0
48850400,198394.0
48850410,379254.0
48850420,188085.0
48860250,1050169.0
48860310,193450.0
48860320,98014.0
48860330,322530.0
48860340,486199.0
48860350,208433.0
48860360,417720.0
48860370,692583.0
48860380,489408.0
48860390,120309.0
48860400,316742.0
48870250,1961940.0
48870310,256559.0
48870320,210206.0
48870330,206661.0
48870340,375221.0
48870350,278389.0
48870360,752433.0
48870370,246614.0
48870380,256615.0
48870390,275190.0
48870400,162689.0
48880250,2943361.0
48880310,162082.0
48880320,224291.0
48880330,160581.0
48880340,191484.0
48880350,256937.0
48880360,248749.0
48880370,290354.0
48880380,197643.0
48880390,182785.0
48880400,696651.0
48880410,155226.0
48890250,1230726.0
48890310,173305.0
48890320,153787.0
48890330,547032.0
48890340,367035.0
48890350,257711.0
48890360,364844.0
48890370,173435.0
48890380,82249.0
48890390,171640.0
48890400,150128.0
48890410,191480.0
48890420,197295.0
48890430,449175.0
48890440,199343.0
48890450,277963.0
48890460,247163.0
